countrycode,seriescode,year,description
MAR_Western_Sahara_AGG048.5,SI.POV.NAHC,YR2007,Source: High Commission for Planning of Morocco
BIH_Republika_Srpska_BA.RE_653_BIH002,SI.POV.NAHC,YR2011,"Source: Household Budget Survey in Bosnia and Herzegovina, 2011"
BIH,SI.POV.NAHC,YR2011,"Source: Household Budget Survey in Bosnia and Herzegovina, 2011"
BIH_Brcko_District_BA.BD_4160_BIH003,SI.POV.NAHC,YR2011,"Source: Household Budget Survey in Bosnia and Herzegovina, 2011"
BIH_FBIH_BA.FE_652_BIH001,SI.POV.NAHC,YR2011,"Source: Household Budget Survey in Bosnia and Herzegovina, 2011"
HTI,SI.POV.NAHC,YR2012,Source: IHSI/TWB
HTI,SI.POV.RUHC,YR2012,Source: IHSI/TWB
HTI,SI.POV.URHC,YR2012,Source: IHSI/TWB
HTI_Centre_HT.CE_1410_HTI001,SI.POV.NAHC,YR2012,Source: IHSI/TWB
HTI_Grand_Anse_HT.GA_72911_HTI002,SI.POV.NAHC,YR2012,Source: IHSI/TWB
HTI_L_Artibonite_HT.AR_1409_HTI003,SI.POV.NAHC,YR2012,Source: IHSI/TWB
HTI_Nippes_HT.NI_72912_HTI004,SI.POV.NAHC,YR2012,Source: IHSI/TWB
HTI_Nord-Est_HT.NE_1413_HTI006,SI.POV.NAHC,YR2012,Source: IHSI/TWB
HTI_Nord-Ouest_HT.NR_1414_HTI007,SI.POV.NAHC,YR2012,Source: IHSI/TWB
HTI_Nord_HT.NO_1412_HTI005,SI.POV.NAHC,YR2012,Source: IHSI/TWB
HTI_Ouest_HT.OU_1415_HTI008,SI.POV.NAHC,YR2012,Source: IHSI/TWB
HTI_Sud-Est_HT.SE_1417_HTI010,SI.POV.NAHC,YR2012,Source: IHSI/TWB
HTI_Sud_HT.SU_1416_HTI009,SI.POV.NAHC,YR2012,Source: IHSI/TWB
GTM,SI.POV.NAHC,YR2006,Source: INE
GTM,SI.POV.NAHC,YR2011,Source: INE
GTM,SI.POV.RUHC,YR2006,Source: INE
GTM,SI.POV.RUHC,YR2011,Source: INE
GTM,SI.POV.URHC,YR2006,Source: INE
GTM,SI.POV.URHC,YR2011,Source: INE
GTM_Central_AGG096,SI.POV.NAHC,YR2006,Source: INE
GTM_Central_AGG096,SI.POV.NAHC,YR2011,Source: INE
GTM_Metropolitana_AGG097,SI.POV.NAHC,YR2006,Source: INE
GTM_Metropolitana_AGG097,SI.POV.NAHC,YR2011,Source: INE
GTM_Noroccidental_AGG098,SI.POV.NAHC,YR2006,Source: INE
GTM_Noroccidental_AGG098,SI.POV.NAHC,YR2011,Source: INE
GTM_Nororiental_AGG099,SI.POV.NAHC,YR2006,Source: INE
GTM_Nororiental_AGG099,SI.POV.NAHC,YR2011,Source: INE
GTM_Norte_AGG100,SI.POV.NAHC,YR2006,Source: INE
GTM_Norte_AGG100,SI.POV.NAHC,YR2011,Source: INE
GTM_Peten_AGG101,SI.POV.NAHC,YR2006,Source: INE
GTM_Peten_AGG101,SI.POV.NAHC,YR2011,Source: INE
GTM_Suroccidental_AGG102,SI.POV.NAHC,YR2006,Source: INE
GTM_Suroccidental_AGG102,SI.POV.NAHC,YR2011,Source: INE
GTM_Suroriental_AGG103,SI.POV.NAHC,YR2006,Source: INE
GTM_Suroriental_AGG103,SI.POV.NAHC,YR2011,Source: INE
VEN_Amazonas_VE.AM_3302_VEN001,SI.POV.NAHC,YR2002,Source: INE
VEN_Amazonas_VE.AM_3302_VEN001,SI.POV.NAHC,YR2003,Source: INE
VEN_Amazonas_VE.AM_3302_VEN001,SI.POV.NAHC,YR2004,Source: INE
VEN_Amazonas_VE.AM_3302_VEN001,SI.POV.NAHC,YR2005,Source: INE
VEN_Amazonas_VE.AM_3302_VEN001,SI.POV.NAHC,YR2006,Source: INE
VEN_Amazonas_VE.AM_3302_VEN001,SI.POV.NAHC,YR2007,Source: INE
VEN_Amazonas_VE.AM_3302_VEN001,SI.POV.NAHC,YR2008,Source: INE
VEN_Amazonas_VE.AM_3302_VEN001,SI.POV.NAHC,YR2009,Source: INE
VEN_Amazonas_VE.AM_3302_VEN001,SI.POV.NAHC,YR2010,Source: INE
VEN_Amazonas_VE.AM_3302_VEN001,SI.POV.NAHC,YR2011,Source: INE
VEN_Amazonas_VE.AM_3302_VEN001,SI.POV.NAHC,YR2012,Source: INE
VEN_Amazonas_VE.AM_3302_VEN001,SI.POV.NAHC,YR2013,Source: INE
VEN_Anzoategui_VE.AN_3303_VEN002,SI.POV.NAHC,YR2002,Source: INE
VEN_Anzoategui_VE.AN_3303_VEN002,SI.POV.NAHC,YR2003,Source: INE
VEN_Anzoategui_VE.AN_3303_VEN002,SI.POV.NAHC,YR2004,Source: INE
VEN_Anzoategui_VE.AN_3303_VEN002,SI.POV.NAHC,YR2005,Source: INE
VEN_Anzoategui_VE.AN_3303_VEN002,SI.POV.NAHC,YR2006,Source: INE
VEN_Anzoategui_VE.AN_3303_VEN002,SI.POV.NAHC,YR2007,Source: INE
VEN_Anzoategui_VE.AN_3303_VEN002,SI.POV.NAHC,YR2008,Source: INE
VEN_Anzoategui_VE.AN_3303_VEN002,SI.POV.NAHC,YR2009,Source: INE
VEN_Anzoategui_VE.AN_3303_VEN002,SI.POV.NAHC,YR2010,Source: INE
VEN_Anzoategui_VE.AN_3303_VEN002,SI.POV.NAHC,YR2011,Source: INE
VEN_Anzoategui_VE.AN_3303_VEN002,SI.POV.NAHC,YR2012,Source: INE
VEN_Anzoategui_VE.AN_3303_VEN002,SI.POV.NAHC,YR2013,Source: INE
VEN_Apure_VE.AP_3304_VEN003,SI.POV.NAHC,YR2002,Source: INE
VEN_Apure_VE.AP_3304_VEN003,SI.POV.NAHC,YR2003,Source: INE
VEN_Apure_VE.AP_3304_VEN003,SI.POV.NAHC,YR2004,Source: INE
VEN_Apure_VE.AP_3304_VEN003,SI.POV.NAHC,YR2005,Source: INE
VEN_Apure_VE.AP_3304_VEN003,SI.POV.NAHC,YR2006,Source: INE
VEN_Apure_VE.AP_3304_VEN003,SI.POV.NAHC,YR2007,Source: INE
VEN_Apure_VE.AP_3304_VEN003,SI.POV.NAHC,YR2008,Source: INE
VEN_Apure_VE.AP_3304_VEN003,SI.POV.NAHC,YR2009,Source: INE
VEN_Apure_VE.AP_3304_VEN003,SI.POV.NAHC,YR2010,Source: INE
VEN_Apure_VE.AP_3304_VEN003,SI.POV.NAHC,YR2011,Source: INE
VEN_Apure_VE.AP_3304_VEN003,SI.POV.NAHC,YR2012,Source: INE
VEN_Apure_VE.AP_3304_VEN003,SI.POV.NAHC,YR2013,Source: INE
VEN_Aragua_VE.AR_3305_VEN004,SI.POV.NAHC,YR2002,Source: INE
VEN_Aragua_VE.AR_3305_VEN004,SI.POV.NAHC,YR2003,Source: INE
VEN_Aragua_VE.AR_3305_VEN004,SI.POV.NAHC,YR2004,Source: INE
VEN_Aragua_VE.AR_3305_VEN004,SI.POV.NAHC,YR2005,Source: INE
VEN_Aragua_VE.AR_3305_VEN004,SI.POV.NAHC,YR2006,Source: INE
VEN_Aragua_VE.AR_3305_VEN004,SI.POV.NAHC,YR2007,Source: INE
VEN_Aragua_VE.AR_3305_VEN004,SI.POV.NAHC,YR2008,Source: INE
VEN_Aragua_VE.AR_3305_VEN004,SI.POV.NAHC,YR2009,Source: INE
VEN_Aragua_VE.AR_3305_VEN004,SI.POV.NAHC,YR2010,Source: INE
VEN_Aragua_VE.AR_3305_VEN004,SI.POV.NAHC,YR2011,Source: INE
VEN_Aragua_VE.AR_3305_VEN004,SI.POV.NAHC,YR2012,Source: INE
VEN_Aragua_VE.AR_3305_VEN004,SI.POV.NAHC,YR2013,Source: INE
VEN_Barinas_VE.BA_3306_VEN005,SI.POV.NAHC,YR2002,Source: INE
VEN_Barinas_VE.BA_3306_VEN005,SI.POV.NAHC,YR2003,Source: INE
VEN_Barinas_VE.BA_3306_VEN005,SI.POV.NAHC,YR2004,Source: INE
VEN_Barinas_VE.BA_3306_VEN005,SI.POV.NAHC,YR2005,Source: INE
VEN_Barinas_VE.BA_3306_VEN005,SI.POV.NAHC,YR2006,Source: INE
VEN_Barinas_VE.BA_3306_VEN005,SI.POV.NAHC,YR2007,Source: INE
VEN_Barinas_VE.BA_3306_VEN005,SI.POV.NAHC,YR2008,Source: INE
VEN_Barinas_VE.BA_3306_VEN005,SI.POV.NAHC,YR2009,Source: INE
VEN_Barinas_VE.BA_3306_VEN005,SI.POV.NAHC,YR2010,Source: INE
VEN_Barinas_VE.BA_3306_VEN005,SI.POV.NAHC,YR2011,Source: INE
VEN_Barinas_VE.BA_3306_VEN005,SI.POV.NAHC,YR2012,Source: INE
VEN_Barinas_VE.BA_3306_VEN005,SI.POV.NAHC,YR2013,Source: INE
VEN_Bolivar_VE.BO_3307_COL006,SI.POV.NAHC,YR2002,Source: INE
VEN_Bolivar_VE.BO_3307_COL006,SI.POV.NAHC,YR2003,Source: INE
VEN_Bolivar_VE.BO_3307_COL006,SI.POV.NAHC,YR2004,Source: INE
VEN_Bolivar_VE.BO_3307_COL006,SI.POV.NAHC,YR2005,Source: INE
VEN_Bolivar_VE.BO_3307_COL006,SI.POV.NAHC,YR2006,Source: INE
VEN_Bolivar_VE.BO_3307_COL006,SI.POV.NAHC,YR2007,Source: INE
VEN_Bolivar_VE.BO_3307_COL006,SI.POV.NAHC,YR2008,Source: INE
VEN_Bolivar_VE.BO_3307_COL006,SI.POV.NAHC,YR2009,Source: INE
VEN_Bolivar_VE.BO_3307_COL006,SI.POV.NAHC,YR2010,Source: INE
VEN_Bolivar_VE.BO_3307_COL006,SI.POV.NAHC,YR2011,Source: INE
VEN_Bolivar_VE.BO_3307_COL006,SI.POV.NAHC,YR2012,Source: INE
VEN_Bolivar_VE.BO_3307_COL006,SI.POV.NAHC,YR2013,Source: INE
VEN_Carabobo_VE.CA_3308_VEN007,SI.POV.NAHC,YR2002,Source: INE
VEN_Carabobo_VE.CA_3308_VEN007,SI.POV.NAHC,YR2003,Source: INE
VEN_Carabobo_VE.CA_3308_VEN007,SI.POV.NAHC,YR2004,Source: INE
VEN_Carabobo_VE.CA_3308_VEN007,SI.POV.NAHC,YR2005,Source: INE
VEN_Carabobo_VE.CA_3308_VEN007,SI.POV.NAHC,YR2006,Source: INE
VEN_Carabobo_VE.CA_3308_VEN007,SI.POV.NAHC,YR2007,Source: INE
VEN_Carabobo_VE.CA_3308_VEN007,SI.POV.NAHC,YR2008,Source: INE
VEN_Carabobo_VE.CA_3308_VEN007,SI.POV.NAHC,YR2009,Source: INE
VEN_Carabobo_VE.CA_3308_VEN007,SI.POV.NAHC,YR2010,Source: INE
VEN_Carabobo_VE.CA_3308_VEN007,SI.POV.NAHC,YR2011,Source: INE
VEN_Carabobo_VE.CA_3308_VEN007,SI.POV.NAHC,YR2012,Source: INE
VEN_Carabobo_VE.CA_3308_VEN007,SI.POV.NAHC,YR2013,Source: INE
VEN_Cojedes_VE.CO_3309_VEN008,SI.POV.NAHC,YR2002,Source: INE
VEN_Cojedes_VE.CO_3309_VEN008,SI.POV.NAHC,YR2003,Source: INE
VEN_Cojedes_VE.CO_3309_VEN008,SI.POV.NAHC,YR2004,Source: INE
VEN_Cojedes_VE.CO_3309_VEN008,SI.POV.NAHC,YR2005,Source: INE
VEN_Cojedes_VE.CO_3309_VEN008,SI.POV.NAHC,YR2006,Source: INE
VEN_Cojedes_VE.CO_3309_VEN008,SI.POV.NAHC,YR2007,Source: INE
VEN_Cojedes_VE.CO_3309_VEN008,SI.POV.NAHC,YR2008,Source: INE
VEN_Cojedes_VE.CO_3309_VEN008,SI.POV.NAHC,YR2009,Source: INE
VEN_Cojedes_VE.CO_3309_VEN008,SI.POV.NAHC,YR2010,Source: INE
VEN_Cojedes_VE.CO_3309_VEN008,SI.POV.NAHC,YR2011,Source: INE
VEN_Cojedes_VE.CO_3309_VEN008,SI.POV.NAHC,YR2012,Source: INE
VEN_Cojedes_VE.CO_3309_VEN008,SI.POV.NAHC,YR2013,Source: INE
VEN_Delta_Amacuro_VE.DA_3310_VEN009,SI.POV.NAHC,YR2002,Source: INE
VEN_Delta_Amacuro_VE.DA_3310_VEN009,SI.POV.NAHC,YR2003,Source: INE
VEN_Delta_Amacuro_VE.DA_3310_VEN009,SI.POV.NAHC,YR2004,Source: INE
VEN_Delta_Amacuro_VE.DA_3310_VEN009,SI.POV.NAHC,YR2005,Source: INE
VEN_Delta_Amacuro_VE.DA_3310_VEN009,SI.POV.NAHC,YR2006,Source: INE
VEN_Delta_Amacuro_VE.DA_3310_VEN009,SI.POV.NAHC,YR2007,Source: INE
VEN_Delta_Amacuro_VE.DA_3310_VEN009,SI.POV.NAHC,YR2008,Source: INE
VEN_Delta_Amacuro_VE.DA_3310_VEN009,SI.POV.NAHC,YR2009,Source: INE
VEN_Delta_Amacuro_VE.DA_3310_VEN009,SI.POV.NAHC,YR2010,Source: INE
VEN_Delta_Amacuro_VE.DA_3310_VEN009,SI.POV.NAHC,YR2011,Source: INE
VEN_Delta_Amacuro_VE.DA_3310_VEN009,SI.POV.NAHC,YR2012,Source: INE
VEN_Delta_Amacuro_VE.DA_3310_VEN009,SI.POV.NAHC,YR2013,Source: INE
VEN_Distrito_Capital_VE.DF_67153_VEN010,SI.POV.NAHC,YR2002,Source: INE
VEN_Distrito_Capital_VE.DF_67153_VEN010,SI.POV.NAHC,YR2003,Source: INE
VEN_Distrito_Capital_VE.DF_67153_VEN010,SI.POV.NAHC,YR2004,Source: INE
VEN_Distrito_Capital_VE.DF_67153_VEN010,SI.POV.NAHC,YR2005,Source: INE
VEN_Distrito_Capital_VE.DF_67153_VEN010,SI.POV.NAHC,YR2006,Source: INE
VEN_Distrito_Capital_VE.DF_67153_VEN010,SI.POV.NAHC,YR2007,Source: INE
VEN_Distrito_Capital_VE.DF_67153_VEN010,SI.POV.NAHC,YR2008,Source: INE
VEN_Distrito_Capital_VE.DF_67153_VEN010,SI.POV.NAHC,YR2009,Source: INE
VEN_Distrito_Capital_VE.DF_67153_VEN010,SI.POV.NAHC,YR2010,Source: INE
VEN_Distrito_Capital_VE.DF_67153_VEN010,SI.POV.NAHC,YR2011,Source: INE
VEN_Distrito_Capital_VE.DF_67153_VEN010,SI.POV.NAHC,YR2012,Source: INE
VEN_Distrito_Capital_VE.DF_67153_VEN010,SI.POV.NAHC,YR2013,Source: INE
VEN_Falcon_VE.FA_3313_VEN011,SI.POV.NAHC,YR2002,Source: INE
VEN_Falcon_VE.FA_3313_VEN011,SI.POV.NAHC,YR2003,Source: INE
VEN_Falcon_VE.FA_3313_VEN011,SI.POV.NAHC,YR2004,Source: INE
VEN_Falcon_VE.FA_3313_VEN011,SI.POV.NAHC,YR2005,Source: INE
VEN_Falcon_VE.FA_3313_VEN011,SI.POV.NAHC,YR2006,Source: INE
VEN_Falcon_VE.FA_3313_VEN011,SI.POV.NAHC,YR2007,Source: INE
VEN_Falcon_VE.FA_3313_VEN011,SI.POV.NAHC,YR2008,Source: INE
VEN_Falcon_VE.FA_3313_VEN011,SI.POV.NAHC,YR2009,Source: INE
VEN_Falcon_VE.FA_3313_VEN011,SI.POV.NAHC,YR2010,Source: INE
VEN_Falcon_VE.FA_3313_VEN011,SI.POV.NAHC,YR2011,Source: INE
VEN_Falcon_VE.FA_3313_VEN011,SI.POV.NAHC,YR2012,Source: INE
VEN_Falcon_VE.FA_3313_VEN011,SI.POV.NAHC,YR2013,Source: INE
VEN_Guarico_VE.GU_3314_VEN012,SI.POV.NAHC,YR2002,Source: INE
VEN_Guarico_VE.GU_3314_VEN012,SI.POV.NAHC,YR2003,Source: INE
VEN_Guarico_VE.GU_3314_VEN012,SI.POV.NAHC,YR2004,Source: INE
VEN_Guarico_VE.GU_3314_VEN012,SI.POV.NAHC,YR2005,Source: INE
VEN_Guarico_VE.GU_3314_VEN012,SI.POV.NAHC,YR2006,Source: INE
VEN_Guarico_VE.GU_3314_VEN012,SI.POV.NAHC,YR2007,Source: INE
VEN_Guarico_VE.GU_3314_VEN012,SI.POV.NAHC,YR2008,Source: INE
VEN_Guarico_VE.GU_3314_VEN012,SI.POV.NAHC,YR2009,Source: INE
VEN_Guarico_VE.GU_3314_VEN012,SI.POV.NAHC,YR2010,Source: INE
VEN_Guarico_VE.GU_3314_VEN012,SI.POV.NAHC,YR2011,Source: INE
VEN_Guarico_VE.GU_3314_VEN012,SI.POV.NAHC,YR2012,Source: INE
VEN_Guarico_VE.GU_3314_VEN012,SI.POV.NAHC,YR2013,Source: INE
VEN_Lara_VE.LA_3315_VEN013,SI.POV.NAHC,YR2002,Source: INE
VEN_Lara_VE.LA_3315_VEN013,SI.POV.NAHC,YR2003,Source: INE
VEN_Lara_VE.LA_3315_VEN013,SI.POV.NAHC,YR2004,Source: INE
VEN_Lara_VE.LA_3315_VEN013,SI.POV.NAHC,YR2005,Source: INE
VEN_Lara_VE.LA_3315_VEN013,SI.POV.NAHC,YR2006,Source: INE
VEN_Lara_VE.LA_3315_VEN013,SI.POV.NAHC,YR2007,Source: INE
VEN_Lara_VE.LA_3315_VEN013,SI.POV.NAHC,YR2008,Source: INE
VEN_Lara_VE.LA_3315_VEN013,SI.POV.NAHC,YR2009,Source: INE
VEN_Lara_VE.LA_3315_VEN013,SI.POV.NAHC,YR2010,Source: INE
VEN_Lara_VE.LA_3315_VEN013,SI.POV.NAHC,YR2011,Source: INE
VEN_Lara_VE.LA_3315_VEN013,SI.POV.NAHC,YR2012,Source: INE
VEN_Lara_VE.LA_3315_VEN013,SI.POV.NAHC,YR2013,Source: INE
VEN_Merida_VE.ME_3316_VEN014,SI.POV.NAHC,YR2002,Source: INE
VEN_Merida_VE.ME_3316_VEN014,SI.POV.NAHC,YR2003,Source: INE
VEN_Merida_VE.ME_3316_VEN014,SI.POV.NAHC,YR2004,Source: INE
VEN_Merida_VE.ME_3316_VEN014,SI.POV.NAHC,YR2005,Source: INE
VEN_Merida_VE.ME_3316_VEN014,SI.POV.NAHC,YR2006,Source: INE
VEN_Merida_VE.ME_3316_VEN014,SI.POV.NAHC,YR2007,Source: INE
VEN_Merida_VE.ME_3316_VEN014,SI.POV.NAHC,YR2008,Source: INE
VEN_Merida_VE.ME_3316_VEN014,SI.POV.NAHC,YR2009,Source: INE
VEN_Merida_VE.ME_3316_VEN014,SI.POV.NAHC,YR2010,Source: INE
VEN_Merida_VE.ME_3316_VEN014,SI.POV.NAHC,YR2011,Source: INE
VEN_Merida_VE.ME_3316_VEN014,SI.POV.NAHC,YR2012,Source: INE
VEN_Merida_VE.ME_3316_VEN014,SI.POV.NAHC,YR2013,Source: INE
VEN_Miranda_VE.MI_3317_VEN015,SI.POV.NAHC,YR2002,Source: INE
VEN_Miranda_VE.MI_3317_VEN015,SI.POV.NAHC,YR2003,Source: INE
VEN_Miranda_VE.MI_3317_VEN015,SI.POV.NAHC,YR2004,Source: INE
VEN_Miranda_VE.MI_3317_VEN015,SI.POV.NAHC,YR2005,Source: INE
VEN_Miranda_VE.MI_3317_VEN015,SI.POV.NAHC,YR2006,Source: INE
VEN_Miranda_VE.MI_3317_VEN015,SI.POV.NAHC,YR2007,Source: INE
VEN_Miranda_VE.MI_3317_VEN015,SI.POV.NAHC,YR2008,Source: INE
VEN_Miranda_VE.MI_3317_VEN015,SI.POV.NAHC,YR2009,Source: INE
VEN_Miranda_VE.MI_3317_VEN015,SI.POV.NAHC,YR2010,Source: INE
VEN_Miranda_VE.MI_3317_VEN015,SI.POV.NAHC,YR2011,Source: INE
VEN_Miranda_VE.MI_3317_VEN015,SI.POV.NAHC,YR2012,Source: INE
VEN_Miranda_VE.MI_3317_VEN015,SI.POV.NAHC,YR2013,Source: INE
VEN_Monagas_VE.MO_3318_VEN016,SI.POV.NAHC,YR2002,Source: INE
VEN_Monagas_VE.MO_3318_VEN016,SI.POV.NAHC,YR2003,Source: INE
VEN_Monagas_VE.MO_3318_VEN016,SI.POV.NAHC,YR2004,Source: INE
VEN_Monagas_VE.MO_3318_VEN016,SI.POV.NAHC,YR2005,Source: INE
VEN_Monagas_VE.MO_3318_VEN016,SI.POV.NAHC,YR2006,Source: INE
VEN_Monagas_VE.MO_3318_VEN016,SI.POV.NAHC,YR2007,Source: INE
VEN_Monagas_VE.MO_3318_VEN016,SI.POV.NAHC,YR2008,Source: INE
VEN_Monagas_VE.MO_3318_VEN016,SI.POV.NAHC,YR2009,Source: INE
VEN_Monagas_VE.MO_3318_VEN016,SI.POV.NAHC,YR2010,Source: INE
VEN_Monagas_VE.MO_3318_VEN016,SI.POV.NAHC,YR2011,Source: INE
VEN_Monagas_VE.MO_3318_VEN016,SI.POV.NAHC,YR2012,Source: INE
VEN_Monagas_VE.MO_3318_VEN016,SI.POV.NAHC,YR2013,Source: INE
VEN_Nueva_Esparta_VE.NE_3319_VEN017,SI.POV.NAHC,YR2002,Source: INE
VEN_Nueva_Esparta_VE.NE_3319_VEN017,SI.POV.NAHC,YR2003,Source: INE
VEN_Nueva_Esparta_VE.NE_3319_VEN017,SI.POV.NAHC,YR2004,Source: INE
VEN_Nueva_Esparta_VE.NE_3319_VEN017,SI.POV.NAHC,YR2005,Source: INE
VEN_Nueva_Esparta_VE.NE_3319_VEN017,SI.POV.NAHC,YR2006,Source: INE
VEN_Nueva_Esparta_VE.NE_3319_VEN017,SI.POV.NAHC,YR2007,Source: INE
VEN_Nueva_Esparta_VE.NE_3319_VEN017,SI.POV.NAHC,YR2008,Source: INE
VEN_Nueva_Esparta_VE.NE_3319_VEN017,SI.POV.NAHC,YR2009,Source: INE
VEN_Nueva_Esparta_VE.NE_3319_VEN017,SI.POV.NAHC,YR2010,Source: INE
VEN_Nueva_Esparta_VE.NE_3319_VEN017,SI.POV.NAHC,YR2011,Source: INE
VEN_Nueva_Esparta_VE.NE_3319_VEN017,SI.POV.NAHC,YR2012,Source: INE
VEN_Nueva_Esparta_VE.NE_3319_VEN017,SI.POV.NAHC,YR2013,Source: INE
VEN_Portuguesa_VE.PO_3320_VEN018,SI.POV.NAHC,YR2002,Source: INE
VEN_Portuguesa_VE.PO_3320_VEN018,SI.POV.NAHC,YR2003,Source: INE
VEN_Portuguesa_VE.PO_3320_VEN018,SI.POV.NAHC,YR2004,Source: INE
VEN_Portuguesa_VE.PO_3320_VEN018,SI.POV.NAHC,YR2005,Source: INE
VEN_Portuguesa_VE.PO_3320_VEN018,SI.POV.NAHC,YR2006,Source: INE
VEN_Portuguesa_VE.PO_3320_VEN018,SI.POV.NAHC,YR2007,Source: INE
VEN_Portuguesa_VE.PO_3320_VEN018,SI.POV.NAHC,YR2008,Source: INE
VEN_Portuguesa_VE.PO_3320_VEN018,SI.POV.NAHC,YR2009,Source: INE
VEN_Portuguesa_VE.PO_3320_VEN018,SI.POV.NAHC,YR2010,Source: INE
VEN_Portuguesa_VE.PO_3320_VEN018,SI.POV.NAHC,YR2011,Source: INE
VEN_Portuguesa_VE.PO_3320_VEN018,SI.POV.NAHC,YR2012,Source: INE
VEN_Portuguesa_VE.PO_3320_VEN018,SI.POV.NAHC,YR2013,Source: INE
VEN_Sucre_VE.SU_3321_VEN019,SI.POV.NAHC,YR2002,Source: INE
VEN_Sucre_VE.SU_3321_VEN019,SI.POV.NAHC,YR2003,Source: INE
VEN_Sucre_VE.SU_3321_VEN019,SI.POV.NAHC,YR2004,Source: INE
VEN_Sucre_VE.SU_3321_VEN019,SI.POV.NAHC,YR2005,Source: INE
VEN_Sucre_VE.SU_3321_VEN019,SI.POV.NAHC,YR2006,Source: INE
VEN_Sucre_VE.SU_3321_VEN019,SI.POV.NAHC,YR2007,Source: INE
VEN_Sucre_VE.SU_3321_VEN019,SI.POV.NAHC,YR2008,Source: INE
VEN_Sucre_VE.SU_3321_VEN019,SI.POV.NAHC,YR2009,Source: INE
VEN_Sucre_VE.SU_3321_VEN019,SI.POV.NAHC,YR2010,Source: INE
VEN_Sucre_VE.SU_3321_VEN019,SI.POV.NAHC,YR2011,Source: INE
VEN_Sucre_VE.SU_3321_VEN019,SI.POV.NAHC,YR2012,Source: INE
VEN_Sucre_VE.SU_3321_VEN019,SI.POV.NAHC,YR2013,Source: INE
VEN_Tachira_VE.TA_3322_VEN020,SI.POV.NAHC,YR2002,Source: INE
VEN_Tachira_VE.TA_3322_VEN020,SI.POV.NAHC,YR2003,Source: INE
VEN_Tachira_VE.TA_3322_VEN020,SI.POV.NAHC,YR2004,Source: INE
VEN_Tachira_VE.TA_3322_VEN020,SI.POV.NAHC,YR2005,Source: INE
VEN_Tachira_VE.TA_3322_VEN020,SI.POV.NAHC,YR2006,Source: INE
VEN_Tachira_VE.TA_3322_VEN020,SI.POV.NAHC,YR2007,Source: INE
VEN_Tachira_VE.TA_3322_VEN020,SI.POV.NAHC,YR2008,Source: INE
VEN_Tachira_VE.TA_3322_VEN020,SI.POV.NAHC,YR2009,Source: INE
VEN_Tachira_VE.TA_3322_VEN020,SI.POV.NAHC,YR2010,Source: INE
VEN_Tachira_VE.TA_3322_VEN020,SI.POV.NAHC,YR2011,Source: INE
VEN_Tachira_VE.TA_3322_VEN020,SI.POV.NAHC,YR2012,Source: INE
VEN_Tachira_VE.TA_3322_VEN020,SI.POV.NAHC,YR2013,Source: INE
VEN_Trujillo_VE.TR_3323_VEN021,SI.POV.NAHC,YR2002,Source: INE
VEN_Trujillo_VE.TR_3323_VEN021,SI.POV.NAHC,YR2003,Source: INE
VEN_Trujillo_VE.TR_3323_VEN021,SI.POV.NAHC,YR2004,Source: INE
VEN_Trujillo_VE.TR_3323_VEN021,SI.POV.NAHC,YR2005,Source: INE
VEN_Trujillo_VE.TR_3323_VEN021,SI.POV.NAHC,YR2006,Source: INE
VEN_Trujillo_VE.TR_3323_VEN021,SI.POV.NAHC,YR2007,Source: INE
VEN_Trujillo_VE.TR_3323_VEN021,SI.POV.NAHC,YR2008,Source: INE
VEN_Trujillo_VE.TR_3323_VEN021,SI.POV.NAHC,YR2009,Source: INE
VEN_Trujillo_VE.TR_3323_VEN021,SI.POV.NAHC,YR2010,Source: INE
VEN_Trujillo_VE.TR_3323_VEN021,SI.POV.NAHC,YR2011,Source: INE
VEN_Trujillo_VE.TR_3323_VEN021,SI.POV.NAHC,YR2012,Source: INE
VEN_Trujillo_VE.TR_3323_VEN021,SI.POV.NAHC,YR2013,Source: INE
VEN_Vargas_VE.VA_67152_VEN022,SI.POV.NAHC,YR2002,Source: INE
VEN_Vargas_VE.VA_67152_VEN022,SI.POV.NAHC,YR2003,Source: INE
VEN_Vargas_VE.VA_67152_VEN022,SI.POV.NAHC,YR2004,Source: INE
VEN_Vargas_VE.VA_67152_VEN022,SI.POV.NAHC,YR2005,Source: INE
VEN_Vargas_VE.VA_67152_VEN022,SI.POV.NAHC,YR2006,Source: INE
VEN_Vargas_VE.VA_67152_VEN022,SI.POV.NAHC,YR2007,Source: INE
VEN_Vargas_VE.VA_67152_VEN022,SI.POV.NAHC,YR2008,Source: INE
VEN_Vargas_VE.VA_67152_VEN022,SI.POV.NAHC,YR2009,Source: INE
VEN_Vargas_VE.VA_67152_VEN022,SI.POV.NAHC,YR2010,Source: INE
VEN_Vargas_VE.VA_67152_VEN022,SI.POV.NAHC,YR2011,Source: INE
VEN_Vargas_VE.VA_67152_VEN022,SI.POV.NAHC,YR2012,Source: INE
VEN_Vargas_VE.VA_67152_VEN022,SI.POV.NAHC,YR2013,Source: INE
VEN_Yaracuy_VE.YA_3324_VEN023,SI.POV.NAHC,YR2002,Source: INE
VEN_Yaracuy_VE.YA_3324_VEN023,SI.POV.NAHC,YR2003,Source: INE
VEN_Yaracuy_VE.YA_3324_VEN023,SI.POV.NAHC,YR2004,Source: INE
VEN_Yaracuy_VE.YA_3324_VEN023,SI.POV.NAHC,YR2005,Source: INE
